positive,"show-stoppingly hilarious , but "
positive,can take the grandkids or the grandparents and never worry about anyone being bored 
negative,"an erotic thriller that 's neither too erotic nor very thrilling , either . "
negative,pretty tattered 
negative,get out 
positive,particularly memorable 
positive,i have always appreciated a smartly written motion picture 
negative,is so deadly dull that watching the proverbial paint dry would be a welcome improvement . 
negative,rob schneider 's infantile cross-dressing routines 
positive,best inside-show-biz 
negative,manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy . 
negative,ever reaching the comic heights it obviously desired 
negative,the movie does not do them justice 
negative,"systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage "
negative,in the pile of useless actioners from mtv schmucks who do n't know how to tell a story for more than four minutes 
negative,"before long , you 're desperate for the evening to end . "
positive,one hour photo is a sobering meditation on why we take pictures . 
positive,a family-oriented non-disney film 
negative,as saccharine as it is disposable . 
positive,successful one 
positive,give a second look if we passed them on the street 
negative,without a fresh infusion of creativity 
positive,"has all the trappings of an energetic , extreme-sports adventure , but "
positive,idiosyncratic humor 
positive,with incredible subtlety and acumen 
negative,that scalds like acid 
positive,"care about cleverness , wit or any other kind of intelligent humor "
negative,the adventures of pluto nash '' is a big time stinker . 
negative,"'s also built on a faulty premise , one it follows into melodrama and silliness "
positive,"a small , personal film "
negative,geriatric dirty harry 
positive,this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life 
negative,"it is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill "
negative,suited to a quiet evening on pbs 
positive,elaborate 
positive,a splendid job 
positive,so much that one viewing ca n't possibly be enough 
negative,"get on a board and , uh , shred , "
positive,want you to enjoy yourselves without feeling conned 
positive,the respect they 
positive,some savvy producer saw the potential success inherent in the mixture of bullock bubble and hugh goo 
negative,lecherous 
negative,vulgarities 
negative,overburdened with complicated plotting and banal dialogue 
positive,pristine style and bold colors 
negative,", it suffers from the awkwardness that results from adhering to the messiness of true stories . "
negative,"the movie , as opposed to the manifesto , is really , really stupid . "
negative,about the worst thing chan has done in the united states 
positive,mel brooks ' borscht belt schtick look sophisticated 
negative,built on the premise that middle-class arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids 
negative,"to tell which is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo "
positive,very experienced 
positive,'s something about mary and both american pie movies 
positive,blessed with a searing lead performance 
positive,recommend `` never again 
negative,really unclear 
positive,a sexy slip of an earth mother 
negative,"obvious , obnoxious and didactic burlesque "
positive,"with the same sort of good-natured fun found in films like tremors , eight legged freaks is prime escapist fare . "
positive,a heroine as feisty and principled as jane 
positive,measured or polished 
positive,offers much to absorb and even more to think about after the final frame . 
positive,"you feel good , you feel sad , you feel pissed off , "
negative,zero 
negative,that annoying specimen of humanity 
negative,this ludicrous film 
positive,fanciful motion picture 
positive,"efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug . "
positive,epic treatment of a nationwide blight that seems to be 
positive,every member 
positive,"these characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and i 'm all for that . "
positive,"of feminine energy , a tribute to the power of women to heal "
positive,"there are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys "
positive,of invention 
negative,uneven action comedy 
positive,as a classic movie franchise 
positive,peculiar and always entertaining 
positive,they finally feel absolutely earned 
positive,blanchett and ribisi compellingly tap into a spiritual aspect of their characters ' suffering 
positive,gleefully 
negative,'' loses its overall sense of mystery and becomes a tv episode rather than a documentary that you actually buy into . 
negative,only half-an-hour long or 
positive,taking the easy hollywood road 
negative,prepackaged 
positive,full of elaborate and twisted characters 
positive,paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks . 
negative,"such a fine idea for a film , and such a stultifying , lifeless execution . "
negative,mediocre horror film 
positive,is better than you might think . 
positive,fine effort 
positive,through than in most ` right-thinking ' films 
negative,snoozer 
positive,'s technically sumptuous but also almost wildly alive 
positive,between flaccid satire and what 
positive,the film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work . 
negative,"could have been crisper and punchier , but "
negative,effects that are more silly than scary 
positive,"from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb "
positive,worth seeing just for weaver and lapaglia . 
positive,intense and engrossing head-trip 
negative,is a big time stinker . 
positive,'s a solid movie about people whose lives are anything but 
negative,even more unmentionable subjects seem like mere splashing around in the muck 
negative,disintegrates 
negative,pure misogynist evil 
negative,criticism 
negative,have ditched the artsy pretensions and revelled in the entertaining shallows 
positive,mostly magnificent directorial career 
negative,caper movies that 's hardly any fun to watch 
positive,that revives the free-wheeling noir spirit of old french cinema 
positive,"a playful iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences . "
positive,a lovely film 
positive,"this is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style . "
negative,an empty shell 
positive,artistically 
negative,"buried somewhere inside its fabric , but never clearly "
negative,despite its rough edges and a tendency to sag in certain places 
negative,"that kate is n't very bright , but that she has n't been worth caring about and "
negative,"there 's nothing exactly wrong here , but "
positive,join the pantheon of great monster/science fiction flicks 
positive,"( it 's ) what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction "
positive,"keeps this pretty watchable , "
positive,what we call the ` wow ' factor 
positive,the best of comedies 
negative,to be truly prurient 
negative,ver wiel 's desperate attempt at wit 
negative,"laborious whine , the bellyaching of a paranoid and unlikable man . "
positive,that satisfies 
positive,futuristic sets 
positive,a mesmerizing performance as a full-fledged sex addict 
negative,sickeningly savage 
negative,88-minute rip-off 
negative,( t ) his slop 
positive,"an unsettling , memorable cinematic experience that does its predecessors proud . "
positive,an enthralling 
negative,the rest are padding unashamedly appropriated from the teen-exploitation playbook 
positive,the acting is just fine 
positive,rarity 
negative,tolerate leon barlow 
negative,"this latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain has arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made b movie is long gone . "
negative,is a throwback war movie that fails on so many levels 
positive,beautifully crafted and cooly unsettling ... 
positive,"watch huppert scheming , with her small , intelligent eyes as steady as any noir villain "
positive,"old-fashioned , occasionally charming "
negative,hollowness 
positive,to enjoy good trash every now and then 
negative,the laziness and arrogance of a thing that already knows it 's won 
positive,to unexpected heights 
negative,that 's low on both suspense and payoff 
positive,conjure proper respect 
negative,"i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes . "
positive,"enthusiasm , sensuality and a conniving wit "
negative,quite unengaging 
negative,every sequel you skip 
positive,gently comic even as the film breaks your heart 
positive,made audiences on both sides of the atlantic love him 
positive,a winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying to please others 
positive,"its unforced comedy-drama and its relaxed , natural-seeming actors "
negative,just offensive 
negative,the soul of a man in pain 
positive,"of romance , dancing , singing , and unforgettable characters "
positive,"the film is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy . "
positive,whose derring-do puts the x into the games 
negative,"low , very low , very very low "
negative,"of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects "
negative,falls into the trap of pretention almost every time 
positive,is an oddly fascinating depiction of an architect of pop culture 
positive,"as janice , eileen walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm . "
negative,little more than preliminary notes for a science-fiction horror film 
negative,virulently unpleasant excuse 
negative,"full of cheesy dialogue , "
positive,"arrives from the margin that gives viewers a chance to learn , to grow , to travel . "
positive,oscar wilde 's classic satire 
positive,`` simone '' is a fun and funky look into an artificial creation in a world that thrives on artificiality . 
positive,worth catching for griffiths ' warm and winning central performance 
negative,contrived as this may sound 
negative,crafted but ultimately hollow mockumentary 
negative,"with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography "
positive,of old-fashioned hollywood magic 
negative,", i could feel my eyelids ... getting ... very ... heavy ... "
negative,through ill-conceived action pieces 
negative,an overly familiar scenario 
negative,", you 'll be thinking of 51 ways to leave this loser . "
positive,the most consistently funny of the austin powers films . 
negative,", predictable rehash "
positive,reaction 
positive,the true impact 
negative,( a ) crushing disappointment . 
positive,enjoy seeing how both evolve 
positive,"both grant and hoult carry the movie because they are believable as people -- flawed , assured of the wrong things , and scared to admit how much they may really need the company of others . "
negative,absurdly inappropriate ` comedy ' scenes 
negative,beyond-lame 
positive,classical actress 
negative,banal in its message and the choice of material 
negative,"irrational , long-suffering but cruel "
negative,masochistic 
positive,it offers a glimpse of the solomonic decision facing jewish parents in those turbulent times : to save their children and yet to lose them . 
positive,earnest homage 
positive,the stomach-knotting suspense of a legal thriller 
negative,"have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat . "
positive,"charming , funny and beautifully crafted import "
negative,drab wannabe 
positive,wow 
positive,the director had released the outtakes theatrically and used the film as a bonus feature on the dvd 
positive,remarkably well 
negative,desperate for the evening to end 
negative,struck me as unusually and unimpressively fussy 
positive,dreamlike 
positive,it 's provocative stuff 
negative,a pretty listless collection of kid-movie clichés 
negative,into an inhalant blackout 
positive,projector 's 
positive,is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring 
negative,excuse for a film 
negative,"designed as a reverie about memory and regret , but the only thing you 'll regret is remembering "
positive,some strong supporting players 
negative,in practically every facet of inept filmmaking 
negative,when ` science fiction ' takes advantage of the fact that its intended audience has n't yet had much science 
positive,it does because ( the leads ) are such a companionable couple 
negative,of sentimental ooze 
negative,ultimately empty examination 
positive,marvelous performance 
negative,ludicrous terms 
negative,if unintentionally dull in its lack of poetic frissons 
negative,into a grim future that does n't come close to the level of intelligence and visual splendor that can be seen in other films 
negative,", it would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head "
positive,gentle 
positive,to appreciate the wonderful cinematography and naturalistic acting 
positive,this engaging mix 
negative,wo n't be an ) 
negative,"through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one "
positive,everyone 's 
negative,"a dull , simple-minded and stereotypical tale "
positive,flawed but engrossing 
negative,even shallow 
positive,extraordinarily good 
positive,swallow thanks to remarkable performances 
positive,her third feature will be something to behold 
negative,no new plot conceptions or 
positive,works beautifully as a movie without sacrificing the integrity of the opera 
negative,"the vulgar , sexist , racist humor "
negative,may have been a good film in `` trouble every day 
negative,out by an adult who 's apparently been forced by his kids to watch too many barney videos 
positive,a valiant attempt to tell a story about the vietnam war before the pathology set in 
positive,humanize 
negative,so many merchandised-to-the-max movies 
positive,"contrived as this may sound , mr. rose 's updating works surprisingly well . "
negative,a whole heap 
negative,pointless meditation on losers in a gone-to-seed hotel 
negative,thumbs friggin ' down 
positive,is also elevated by it -- the kind of movie 
negative,just a simple fable done in an artless sytle 
positive,makes a wonderful subject for the camera 
positive,"a colorful , vibrant introduction to a universal human impulse , lushly photographed and beautifully recorded . "
positive,"the hook is the drama within the drama , as an unsolved murder and an unresolved moral conflict jockey for the spotlight . "
positive,"a bracing , unblinking work that serves as a painful elegy and sobering cautionary tale "
positive,"bright young men -- promising , talented , charismatic and tragically "
negative,"wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers "
positive,a giddy and provocative sexual romp that has something to say . 
negative,its plot may prove too convoluted for fun-seeking summer audiences 
positive,the raw comic energy 
positive,", this is a seriously intended movie that is not easily forgotten . "
positive,"that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why "
positive,"if s&m seems like a strange route to true love , maybe it is , but it 's to this film 's ( and its makers ' ) credit that we believe that that 's exactly what these two people need to find each other -- and themselves "
negative,"follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun . "
negative,"it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time . "
positive,"amidst the action , the script carries arnold ( and the viewers ) into the forbidden zone of sympathizing with terrorist motivations by presenting the `` other side of the story . '' "
negative,in insignificance 
positive,is tenderly observant of his characters 
positive,parable that loves its characters and communicates something rather beautiful about human nature 
positive,ca n't go wrong . 
positive,by taking your expectations and twisting them just a bit 
positive,the chops of a smart-aleck film school brat and the imagination of a big kid 
positive,continues to improve . 
positive,"the effort is sincere and the results are honest , "
negative,inept 
positive,cuisine and palatable presentation 
positive,of that 
positive,ingenious and 
negative,"permeates all its aspects -- from the tv movie-esque , affected child acting to the dullest irish pub scenes ever filmed "
negative,dull-witted and 
positive,winning performances and some effecting moments 
positive,"a sexy , surprising romance ... idemoto and kim make a gorgeous pair ... their scenes brim with sexual possibility and emotional danger "
positive,the eyes of some children who remain curious about each other against all odds 
positive,) 
positive,"is moody , oozing , chilling and heart-warming "
negative,boils down to a transparently hypocritical work that feels as though it 's trying to set the women 's liberation movement back 20 years . ' 
positive,"catch the pitch of his poetics , savor the pleasure of his sounds and images "
negative,is no earthly reason other than money why this distinguished actor would stoop so low 
negative,"they strip down often enough to keep men alert , if not amused "
positive,be building suspense 
negative,"the tuxedo was n't just bad ; it was , as my friend david cross would call it , ` hungry-man portions of bad ' . "
positive,"has created such a vibrant , colorful world "
positive,"except it 's much , much better . "
positive,"goofy , life-affirming moments "
positive,"a sweet , honest , and enjoyable comedy-drama "
positive,built for controversy 
positive,a powerful 1957 drama 
positive,"you might to resist , if you 've got a place in your heart for smokey robinson "
positive,can easily imagine benigni 's pinocchio becoming a christmas perennial 
positive,so crisp and 
negative,'s still too burdened by the actor 
positive,"with a large cast representing a broad cross-section , tavernier 's film bounds along with the rat-a-tat energy of `` his girl friday , '' maintaining a light touch while tackling serious themes . "
positive,are believable as people 
positive,percolating 
positive,especially well-executed television movie 
negative,so much farcical 
positive,"as david letterman and the onion have proven , the worst of tragedies can be fertile sources of humor , "
positive,psychologically revealing 
negative,"a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i 'm not exactly sure what -- and has all the dramatic weight of a raindrop . "
positive,emerges as the very best of them 
positive,a portrait of alienation 
positive,"is visually ravishing , penetrating , impenetrable "
negative,"the proficient , dull sorvino "
positive,seems so larger than life and yet so fragile 
negative,", empathy and pity fogging up the screen ... his secret life enters the land of unintentional melodrama and tiresome love triangles . "
positive,deserves an oscar nomination . 
positive,a whale of a good time for both children and parents 
positive,far less crass 
positive,'s definitely worth taking a look 
positive,"of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance "
positive,"unlike so many other hollywood movies of its ilk , it offers hope "
negative,"swear that you 've seen it all before , even if you 've never come within a mile of the longest yard "
negative,suffers from all the excesses of the genre 
negative,"to sort the bad guys from the good , which is its essential problem "
positive,of the peculiarly moral amorality of ( woo 's ) best work 
positive,take this film at face value 
negative,"an mtv , sugar hysteria , "
positive,clint eastwood 's efficiently minimalist style 
negative,turn away from one 
negative,"well , jason 's gone to manhattan and hell , i guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels ( hey , do n't shoot the messenger ) . "
negative,a movie where story is almost an afterthought amidst a swirl of colors and inexplicable events . 
negative,skip this turd and 
negative,"is definitely meaningless , vapid and devoid of substance "
negative,is just as ill-fitting as shadyac 's perfunctory directing chops 
negative,fluffy neo-noir hiding behind cutesy film references 
positive,the power of spirits 
positive,is definitely a cut above the rest 
positive,intense and 
negative,"victim to sloppy plotting , "
positive,beautifully crafted and cooly unsettling ... recreates 
negative,"too slow for a younger crowd , too shallow for an older one . "
positive,the crazy things that keep people going in this crazy life 
positive,fiji diver rusi vulakoro and the married couple howard and michelle hall ) 
negative,'s been 13 months and 295 preview screenings since i last walked out on a movie 
negative,feel like it 's wasted yours 
positive,a surprisingly charming and even witty match for the best of hollywood 's comic-book 
negative,oppressively 
negative,becoming too cute about it 
negative,even while his characters are acting horribly 
negative,the feeble examples of big-screen poke-mania that have preceded it 
negative,is a dim-witted pairing of teen-speak and animal gibberish 
negative,"blue crush follows the formula , but throws in too many conflicts to keep the story compelling . "
negative,heartbreak 
negative,unchanged dullard 
negative,"writer-director walter hill and co-writer david giler try to create characters out of the obvious cliches , but wind up using them as punching bags . "
negative,director david fincher and writer david koepp ca n't sustain it . 
positive,cuteness 
negative,is that the movie has no idea of it is serious or not 
positive,"familiar , fairly uneventful and boasting no real surprises -- but still quite tasty and inviting all the same "
positive,"frenetic , funny , even punny 6 "
negative,no reason to watch 
positive,fuel our best achievements and other times 
positive,"more of a poetic than a strict reality , creating an intriguing species of artifice "
positive,crafty 
negative,somewhat short 
negative,'ll feel like you ate a reeses without the peanut butter ... ' 
negative,yawn-provoking little farm melodrama . 
positive,a date 
positive,who could n't be better as a cruel but weirdly likable wasp matron 
positive,a fast paced and suspenseful argentinian thriller about the shadow side of play 
positive,"realistic , urgent "
negative,in this tepid genre offering 
positive,"is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep . "
negative,never seems hopelessly juvenile . 
negative,rather thin 
positive,the symbols 
negative,"he comes across as shallow and glib though not mean-spirited , and there 's no indication that he 's been responsible for putting together any movies of particular value or merit "
positive,find a compelling dramatic means of addressing a complex situation 
positive,"most thoughtful films about art , ethics , and the cost of moral compromise "
negative,be a one-trick pony 
positive,make j.k. rowling 's marvelous series 
negative,disguise the fact that the new film is a lame kiddie flick and that carvey 's considerable talents are wasted in it 
positive,is his best film yet ... 
negative,nothing new to see 
positive,shock-you-into-laughter intensity 
positive,"feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold "
positive,"it 's not going to be everyone 's bag of popcorn , but it definitely gives you something to chew on "
negative,how bad this movie was 
negative,an imitation movie 
positive,of a sports extravaganza 
positive,"are immaculate , "
negative,should be used to burn every print of the film 
positive,", kissing jessica stein injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake sleepless in seattle again and again . "
negative,out there somewhere who 's dying for this kind of entertainment 
negative,at times a bit melodramatic and even a little dated ( depending upon where you live ) 
negative,audacity to view one of shakespeare 's better known tragedies as a dark comedy 
negative,"adams just copies from various sources -- good sources , bad mixture "
positive,playfully profound ... and crazier than michael jackson on the top floor of a skyscraper nursery surrounded by open windows . 
negative,bug-eyed mugging and gay-niche condescension 
positive,into heaven 
negative,what 's missing 
positive,is often exquisite 
negative,while the extensive use of stock footage quickly becomes a tiresome cliché 
negative,inappropriate 
positive,a terrific b movie -- 
positive,"has a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth . "
negative,"an uncomfortable movie , "
negative,"decides whether it wants to be a black comedy , drama , melodrama or some combination of the three . "
positive,a story of dramatic enlightenment 
negative,"queen of the damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle . "
negative,distinctly minor 
positive,as does its sensitive handling of some delicate subject matter 
positive,"the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes "
negative,stinks 
negative,if only because the cast is so engagingly messing around like slob city reductions of damon runyon crooks 
negative,bogging down in a barrage of hype 
negative,with cliche 
positive,a tragic dimension and savage full-bodied wit 
negative,"it is very difficult to care about the character , "
negative,go at all the wrong moments 
positive,"soderbergh 's best films , "
negative,another routine hollywood frightfest 
negative,trash 
positive,that rare quality 
negative,"'s difficult to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting "
negative,difficult to shrug off the annoyance of that chatty fish 
negative,"denis ' ) story becomes a hopeless , unsatisfying muddle "
negative,is as predictable as the tides 
negative,be served an eviction notice at every theater stuck with it 
negative,stupid characters 
positive,offers a ray of hope to the refugees able to look ahead and resist living in a past 
positive,so crucial to the genre and another first-rate performance 
positive,'s potentially just as rewarding 
negative,oddest 
negative,"comes off as a long , laborious whine , the bellyaching of a paranoid and unlikable man . "
negative,yawner . 
positive,"a smart , solid , kinetically-charged spy flick worthy of a couple hours of summertime and a bucket of popcorn "
positive,genius 
negative,spy action flick with antonio banderas and lucy liu never comes together 
negative,"the film 's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties "
positive,"alone will keep you watching , as will the fight scenes . "
negative,"slow , predictable and "
negative,is rote drivel aimed at mom and dad 's wallet 
positive,"that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold "
negative,preachy and 
negative,'s unfortunate 
positive,"because the film deliberately lacks irony , it has a genuine dramatic impact "
negative,"while solondz tries and tries hard , storytelling fails to provide much more insight than the inside column of a torn book jacket . "
negative,"not counting a few gross-out comedies i 've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes . "
positive,10 minutes into the film you 'll be white-knuckled and unable to look away . 
negative,by a self-indulgent script 
positive,often-funny comedy 
negative,is too much like a fragment of an underdone potato . 
positive,"proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that spielberg calls "
negative,rather like being trapped while some weird relative trots out the video he took of the family vacation to stonehenge 
negative,is just a little bit hard to love 
negative,"whether it wants to be a black comedy , drama , melodrama or some combination of the three "
negative,one-sidedness 
negative,lame romantic comedy 
positive,hilarity 
negative,an instantly forgettable snow-and-stuntwork extravaganza that likely 
negative,pollution 
negative,"you should never , ever , leave a large dog alone with a toddler "
positive,culture-clash comedy 
negative,suffocating rape-payback horror 
positive,this modern mob music drama 
positive,( has ) an immediacy 
positive,delivers . 
positive,feel alive - 
positive,"acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses "
negative,the heroes of horror movies try to avoid 
negative,resist his pleas to spare wildlife and 
positive,the only reason 
negative,awful complications 
negative,"seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release . "
positive,"a coming-of-age story with such a buoyant , expressive flow of images "
positive,as france 's foremost cinematic poet of the workplace 
negative,technically sophisticated in the worst way 
positive,'s undeniable enjoyment to be had from films crammed with movie references 
positive,"for devotees of french cinema , safe conduct is so rich with period minutiae it 's like dying and going to celluloid heaven . "
negative,utterly ridiculous shaggy dog story 
positive,a lump of play-doh 
positive,"a smart movie that knows its classical music , knows its freud and knows its sade "
positive,really won my heart 
positive,"to see a feature that concentrates on people , a project in which the script and characters hold sway "
positive,as a reverie about memory and regret 
negative,"shreve 's graceful dual narrative gets clunky on the screen , and "
negative,lacks in depth 
positive,charming and funny 
negative,worst revenge-of-the-nerds clichés 
negative,"given the fact that virtually no one is bound to show up at theaters for it , the project should have been made for the tube . "
positive,"he 's back in form , with an astoundingly rich film "
positive,", sobering , heart-felt drama "
positive,proper respect 
negative,a fifty car pileup of cliches . 
positive,suspense on different levels 
negative,all its fusty squareness 
positive,and pasta-fagioli comedy 
positive,held my interest precisely 
positive,entertained by 
positive,", nutty , consistently funny . "
positive,by the better film 's ability to make its subject interesting to those who are n't part of its supposed target audience 
negative,more slowly 
positive,", original "
negative,too stupid 
positive,"for the faint of heart or conservative of spirit , but for the rest of us -- especially san francisco lovers "
negative,was being attempted here that stubbornly refused to gel 
negative,"like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables "
negative,collapses after 30 minutes into a slap-happy series 
negative,so insanely dysfunctional 
positive,"nice , light treat "
positive,intimate and universal cinema 
positive,incredibly captivating and 
positive,"a penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination . "
negative,what the hell was coming next 
negative,is long on narrative and ( too ) short on action 
negative,an unsophisticated sci-fi drama that takes itself all too seriously . 
negative,forget 
positive,"are strong , though the subject matter demands acting that borders on hammy at times . "
negative,'d bother watching past the second commercial break 
positive,tasty morsels 
negative,suffers because it does n't have enough vices to merit its 103-minute length 
negative,needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and quick-cut edits that often detract from the athleticism . 
negative,"think the lion king redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by bryan adams , the world 's most generic rock star . "
positive,the best of herzog 's works 
positive,`` the good girl '' a film worth watching 
positive,"drawing on an irresistible , languid romanticism , byler reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth . "
negative,is as generic as its title 
positive,this bracingly truthful antidote to hollywood teenage movies that slather clearasil over the blemishes of youth captures the combustible mixture of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty . 
positive,you might want to check it out 
positive,the most important and exhilarating forms of animated filmmaking since old walt 
positive,going to take you 
positive,the filmmaker 's extraordinary access 
positive,"arliss howard 's ambitious , moving , and adventurous directorial debut , big bad love , meets so many of the challenges it poses for itself that one can forgive the film its flaws . "
positive,being unique 
negative,"jumps around with little logic or continuity , presenting backstage bytes of information that never amount to a satisfying complete picture of this particular , anciently demanding métier . "
positive,with the kind of visual flair that shows what great cinema can really do 
positive,works on some levels and 
positive,"dawns , real dawns , comic relief "
negative,refracting 
positive,"a strong script , powerful direction "
negative,rigged and sluggish 
negative,affected child acting to the dullest irish pub scenes ever filmed 
negative,from a philosophical emptiness and maddeningly sedate pacing 
positive,what emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice . 
negative,no cute factor 
negative,would be an abridged edition 
positive,seen through the right eyes 
positive,something hip and transgressive 
positive,"sweet , charming "
negative,are limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy . 
positive,"is gripping , as are the scenes of jia with his family . "
negative,a xerox machine 
negative,they do n't fit well together and neither is well told 
positive,that powerhouse 
positive,"concentrates on people , a project in which the script and characters hold sway "
negative,a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title 
negative,most excruciating 86 minutes one 
positive,a triumph of emotionally and narratively complex filmmaking 
negative,the feelings evoked in the film are lukewarm and quick to pass . 
negative,in alcatraz ' ... a cinematic corpse 
positive,a fully developed story 
negative,screams at the top of their lungs no matter what the situation 
positive,"one well-timed explosion in a movie can be a knockout , "
negative,with celluloid garbage 
negative,"if the title is a jeopardy question , then the answer might be `` how does steven seagal come across these days ? '' "
negative,about identity and alienation 
negative,"to old movies , when you could just rent those movies instead , let alone seek out a respectable new one "
negative,"girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian comedy "
positive,it more than adequately fills the eyes and stirs the emotions 
positive,simple tale 
negative,"one problem with the movie , directed by joel schumacher "
positive,"fast , frenetic , funny , even punny 6 "
positive,"as an important , original talent in international cinema "
positive,"at its most basic , this cartoon adventure is that wind-in-the-hair exhilarating . "
negative,"than a particularly slanted , gay s/m fantasy "
negative,"the high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note "
negative,the movie 's various victimized audience members after a while 
positive,the performances are often engaging 
negative,"a retread story , bad writing , and "
positive,"that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium "
positive,laid-back good spirits 
negative,"is a disaster of a story , full of holes and completely lacking in chills . "
negative,struggling nobody 
positive,traditional layers of awakening and ripening and separation and recovery 
negative,the worst of the brosnan bunch 
positive,"be captivated , as i was , by its moods , and by its subtly transformed star , and "
negative,that screams out ` amateur ' in almost every frame 
positive,rooted in a sincere performance by the title character undergoing midlife crisis . 
negative,so preachy-keen and so tub-thumpingly loud it makes you feel like a chump 
negative,'s too long and unfocused . 
negative,"as predictable as the outcome of a globetrotters-generals game , juwanna mann is even more ludicrous than you 'd expect from the guy-in-a-dress genre , and a personal low for everyone involved . "
negative,"made to be jaglomized is the cannes film festival , the annual riviera spree of flesh , buzz , blab and money . "
positive,admire ... the intensity with which he 's willing to express his convictions 
positive,do n't wait to see this terrific film with your kids -- if you do n't have kids borrow some . 
positive,performances of exceptional honesty 
negative,wears out 
positive,that fights a good fight on behalf of the world 's endangered reefs 
positive,", uninhibited "
positive,", this quietly lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for work and food . "
